45.239225,19.835457
45.246159,19.851368
45.239225,19.831301
45.212334,19.831301
45.262334,19.183135
45.212334,19.831301
45.212334,19.834533
45.333334,19.831301
45.212334,19.831378
45.216634,19.767572
46.232426,20.745677
46.232426,20.745677
46.232426,20.745677
46.232426,20.745677
46.232426,20.745677
46.232426,20.745611
46.232426,20.745655
46.232426,20.745456
46.232426,20.123765
46.232426,20.745677
46.232426,21.765773
47.234656,21.765773
47.234656,21.765773
47.234656,21.765773
47.234657,21.765567
47.234658,21.765773
47.234659,21.76678
47.234657,21.765773
47.234678,21.734567
47.678656,21.765773
48.2122456,22.122456
48.2122456,22.122456
48.2122456,22.122456
48.2122456,22.122456
48.2122456,22.122456
48.2122456,22.122456
48.122456,22.122456
48.2122456,22.122456
48.1224533,22.122456
48.2122456,22.122456
49.21242432,23.7122456
49.21242432,23.7122456
49.21242432,23.7122456
49.21242432,23.7122456
49.21242432,23.7122456
49.21242432,23.7122456
49.21242432,23.7122456
49.21242432,23.7122456
49.21242432,23.7122456
49.21242432,23.7122456
50.23333446,24.7432425
50.23333446,24.7432425
50.23333446,24.7432425
50.23333446,24.7432425
50.23333446,24.7432425
50.23333446,24.7432425
50.23333446,24.7432425
50.23333446,24.7432425
50.23333446,24.7432425
50.23333446,24.7432425
51.211111,25.7232323
45.254202,19.861517
